股票代码,公司,简介,公司网站,公司地址,公司电话
SZ002930,宏川智慧,"广东宏川智慧物流股份有限公司为专业的石化物流综合服务提供商，主要为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务，是国内最大的民营化工仓储企业之一。公司业务主要包括仓储综合服务、中转及其他服务、物流链管理服务以及增值服务四部分业务。
　　公司运行了ISO9001质量管理体系、ISO14001环境管理体系、OHSAS18001职业健康安全管理体系、国家交通运输部港口码头企业安全生产标准化体系、国家安全生产监督管理总局安全生产标准化体系,通过了欧洲化学品分拨协会CDI-T审核认证。",http://www.grsl.cn,广东省东莞市松山湖园区礼宾路6号1栋四楼,86-769-88002930
SZ002601,龙佰集团,龙佰集团股份有限公司主要从事钛白粉、海绵钛、锆制品和硫酸等产品的生产与销售。主要产品为钛白粉系列产品、锆制品和硫酸铝等，为亚洲最大的钛白粉企业。,http://www.lomonbillions.com,河南省焦作市中站区冯封办事处,86-391-3126666
SZ301233,盛帮股份,成都盛帮密封件股份有限公司主营业务是公司是一家专业从事橡胶高分子材料制品研发、生产和销售的高新技术企业，为汽车、电气、航空等领域客户提供高性能、定制化的密封绝缘产品。主要产品和服务为汽车类、电气类、航空类密封绝缘产品。2021年10月，公司被“中国橡胶工业协会橡胶制品分会”评为2021年度橡胶制品行业“最具影响力企业”；11月，通过四川省“专精特新”中小企业认定。,http://www.chsbs.com,四川省成都市双流区西南航空港经济开发区空港二路1388号,86-28-85772585
SH688520,神州细胞-U,北京神州细胞生物技术集团股份公司是一家致力于研发具备差异化竞争优势生物药的创新型生物制药研发公司，专注于恶性肿瘤、自身免疫性疾病、感染性疾病和遗传病等多个治疗和预防领域的生物药产品研发和产业化。公司的主要产品为单克隆抗体、疫苗、重组蛋白、CarT细胞等。公司在发现及研发创新药的领域拥有较强的能力，自主建立了从靶点蛋白筛选到候选药物的全套创新生物药发现上游技术平台体系。,http://www.sinocelltech.com,北京市通州区北京经济技术开发区科创七街31号院,86-10-58628328
SZ300822,贝仕达克,"深圳贝仕达克技术股份有限公司主营业务为智能控制器及智能产品的研发、生产和销售。主要产品电动工具控制器、智能家居及汽车电机控制器、智能照明产品、智能安防产品。公司通过了ISO9001:2015、IATF16949:2016质量管理体系认证以及IECQQC080000:2012有害物质过程管理体系要求认证,并严格按照上述管理体系的要求对研发、采购、生产和销售等过程进行管理,同时以客户提出的品质要求为基础,建立了完整的产品质量控制体系,保证产品质量的优质、稳定。公司出口至北美及欧洲的产品分别获得了RoHs、UL及CE认证,符合欧美市场的要求。",http://www.szbtk.com,广东省深圳市龙岗区龙岗街道龙西社区学园路第三工业区22栋、23栋、34栋、37栋,86-755-84834822
SH600562,国睿科技,"国睿科技股份有限公司的主营业务是聚焦电子装备和网信体系，着力发展雷达装备及相关系统，工业软件与数字化解决方案两大主业。公司主要产品为轨道交通控制系统、部分雷达整机系统与子系统、大功率脉冲电源、微波组件、变动磁场微波铁氧体器件、二次雷达集成产品。公司及下属子公司拥有江苏省气象探测雷达工程技术研究中心、南京市民用雷达工程技术研究中心、南京市城市轨道交通信号工程研究中心、安徽省脉冲功率电子工程技术研究中心等研发平台,在相关领域拥有多项国内领先技术。",http://www.glaruntech.com,江苏省南京市建邺区江东中路359号国睿大厦1号楼,86-25-52787052;86-25-52787053
SZ300142,沃森生物,云南沃森生物技术股份有限公司是一家专业从事人用疫苗等生物技术药集研发、生产、销售的生物制药企业，公司主要产品13价肺炎球菌多糖结合疫苗、23价肺炎球菌多糖疫苗、b型流感嗜血杆菌结合疫苗、冻干AC疫苗群脑膜炎球菌多糖结合疫苗、A群C群脑膜炎球菌多糖疫苗、ACYW135群脑膜炎球菌多糖疫苗、吸附无细胞百白破联合疫苗。公司已有多个疫苗产品获批上市，疫苗质量指标达到或高于世界卫生组织规程和《欧洲药典》的规定，在多个关键指标上，公司制定的企业注册标准达到或高于《欧洲药典》的相应规定。,http://www.walvax.com,云南省昆明市五华区高新区科新路395号,86-871-68312779
SZ000623,吉林敖东,吉林敖东药业集团股份有限公司主要从事中成药、生物化学药研发、制造和销售。公司的主要产品为中成药、化学药品、食品；公司先后获得国家火炬计划重点高新技术企业、国家级高新技术企业、全国创新型企业、国家知识产权优势企业、全国模范劳动关系和谐企业、全国五一劳动奖状、全国厂务公开民主管理先进单位、全国非公企业“双强百佳”党组织、第十六届、二十一届国家级企业管理现代化创新成果一等奖、连续多年被评为A级纳税人、AAA 级“守合同重信用”单位等诸多荣誉。,http://www.jlaod.com,吉林省延边朝鲜族自治州敦化市敖东大街2158号,86-433-6238973
SZ002993,奥海科技,东莞市奥海科技股份有限公司主要从事充电器、移动电源等智能终端充储电产品的设计、研发、生产和销售，产品主要应用于智能手机、智能穿戴设备（智能手表、VR眼镜等）、智能家居（电视棒、智能排插、家用路由器、智能摄像头等）、智能音箱等领域。已获得专利181项，其中：发明专利23项、实用新型专利110项、外观设计专利48项。专利覆盖快速充电、智能充电、无线充电、迷你充电、变压器骨架、抵抗共模干扰、产品EMC性能检测、全自动化生产（自动超声、自动组装、自动贴片、自动焊接、自动刷板、自动测试等）、多通道测试及装置等技术。,http://www.aohaichina.com,广东省东莞市塘厦镇蛟乙塘银园街2号,86-769-86975555
SH605005,合兴股份,"合兴汽车电子股份有限公司主营业务是汽车电子、消费电子产品的研发、生产和销售。主要产品有汽车电子产品、消费电子产品。近年来,公司先后荣获博世“供应商最佳供货表现奖”、“供应商技术创新奖”,博格华纳“年度供应商”、联合电子“一级供应商”等荣誉。公司严格执行国际、国家、行业、企业及客户有关产品质量的标准、要求，先后通过了IATF16949汽车质量管理体系标准认证、ISO9001质量管理体系认证、ISO/IEC17025实验室认证许可以及ISO10012测量管理体系认证等。",http://www.cwb.com.cn,浙江省温州市乐清市虹桥镇幸福东路1098号,86-577-57117711
SZ003007,直真科技,北京直真科技股份有限公司的主营业务是信息通信技术(ICT)运营管理领域的软件开发、技术服务、系统集成以及第三方软硬件销售业务。公司主要产品包括网络管理支撑系统及服务运营支撑系统两大系列产品，涵盖咨询、规划、设计、开发、测试、维护、运营等全周期专业技术服务，协助用户对其设备、网络、业务、客户以及相关的IT基础设施等进行综合管理与服务。,http://www.zznode.com,北京市朝阳区望京东园523号楼11层,86-10-62800055
SZ301266,宇邦新材,苏州宇邦新型材料股份有限公司主营业务为光伏焊带的研发、生产与销售。公司主要产品为光伏焊带。公司品牌知名度较高，是中国光伏行业协会理事单位和江苏省光伏产业协会会员单位，主要产品先后获得江苏省著名商标、江苏省名牌产品等荣誉称号。获得全国半导体设备和材料标准化技术委员会授予的“标准化突出贡献单位”以及国家太阳能光伏产品质量监督检验中心授予的“2019年江苏省企业标准‘领跑者’（光伏领域）”的荣誉称号。截至2020年末，公司已经已取得90项专利，其中14项为发明专利。,http://www.yourbest.com.cn,"江苏省苏州市吴中区经济开发区越溪街道友翔路22号,江苏省苏州市吴中区经济开发区郭巷街道淞苇路688号",86-512-67680177
SZ300715,凯伦股份,江苏凯伦建材股份有限公司主营业务为新型建筑防水材料研发、生产、销售并提供防水工程施工服务，主要产品为防水卷材、防水涂料。公司先后获得“中国建筑防水行业知名品牌”、“最具成长力企业”、“质量提升示范企业”等称号，确立了自身在高分子卷材和白色聚氨酯防水涂料细分市场领域的领先地位。,http://www.canlon.com.cn,江苏省苏州市吴江区七都镇亨通大道8号,86-512-63810308
SH688258,卓易信息,江苏卓易信息科技股份有限公司的主营业务为云计算设备核心固件业务以及云服务业务。公司作为国内少数具备各种CPU架构的BIOS和BMC固件厂商，具有较强的技术优势。公司目前是英特尔全球技术服务商，持续为英特尔、华为、联想等客户提供技术服务，并陆续承担了华为海思ARM和X86服务器芯片、上海澜起的“津逮”平台、海光“禅定”芯片的BIOS和BMC固件开发工作。,http://www.eazytec.com,江苏省无锡市宜兴市新街街道兴业路298号,86-510-80322888
SZ001269,欧晶科技,内蒙古欧晶科技股份有限公司主营业务为石英坩埚产品、硅材料清洗服务、切削液处理服务。主要产品或服务包括石英坩埚、硅材料清洗服务、切削液处理服务。公司获得了“内蒙古名牌产品”、“内蒙古百强品牌”等荣誉，连续两届被评为“中国电子材料行业石英材料专业十强企业”，具备较强的品牌优势。,http://www.ojingquartz.com,内蒙古自治区呼和浩特市赛罕区阿木尔南街31号,86-471-3252496
SH605060,联德股份,"杭州联德精密机械股份有限公司的主营业务是从事高精度机械零部件以及精密型腔模产品的研发、设计、生产和销售,提供从铸造到精加工的一站式服务；公司的主要产品包括压缩机、工程机械、能源设备以及食品机械整机制造的精密零部件。公司获得了第二届中国铸造行业综合百强企业、第三届中国铸造行业综合百强企业、第三届中国铸造行业铸铁分行业排头兵企业、“2017 Supllier of the Year”等多项荣誉。",http://www.allied-machinery.com,浙江省杭州市钱塘区经济技术开发区18号大街77号,86-571-28939800-633
SZ301027,华蓝集团,华蓝集团股份公司主营业务为工程设计、国土空间规划、工程总承包管理及工程咨询服务，致力成为中国城乡建设领域一流的全过程综合服务提供商。公司目前提供的工程设计服务包括建筑工程设计、市政工程设计、风景园林工程设计及工业工程设计等。公司是广西地区大型的民用建筑设计集团，广西首府南宁市的众多地标性建筑和重点工程，如中国—东盟博览会主会场—南宁国际会展中心、广西体育中心、广西金融广场、广西国际壮医医院、南宁荔园山庄等都是公司作品。2019年，华蓝设计承担新中国成立70周年献礼工程“红军长征湘江战役纪念园”的设计任务。,http://www.gxhl.com,广西壮族自治区南宁市青秀区月湾路1号南国弈园,86-771-5775576
SH603216,梦天家居,"梦天家居集团股份有限公司主要从事木门、墙板、柜类等定制化木质家具的设计、研发、生产和销售,为客户提供家居的整体空间解决方案。公司的主要产品为“梦天”品牌的系列木门、墙板、柜类等家具产品，共同构建成个性化、定制化的整木定制家居。“梦天”商标被认定为“中国驰名商标”、“中国家具行业门类领导品牌”以及“中国全屋定制环保健康示范品牌”等。2017—2019年度，公司在木门生产规模、市场销售量上，连续三年在国内家居行业同类企业中排名前三。",http://www.mengtian.com,浙江省嘉兴市嘉善县惠民街道长江路88号,86-573-84721158
SZ300424,航新科技,广州航新航空科技股份有限公司主营业务是为航空机载设备研制、机载设备检测设备研制、以及机载设备维修等机载设备综合保障业务。主要产品和服务有:民用航空电子和机械设备维修、通航飞机维修、通航飞机维修、汽车仪表终检台、汽车导航高低温筛选台、汽车变速箱传感器检测台、飞行参数记录系统、TCAS(空中交通防撞系统)、EGPWS(增强型近地告警系统)、飞行管理数据打印机等。,http://www.hangxin.cn,广东省广州市黄埔区经济技术开发区科学城光宝路1号,86-20-66350978
SH603268,松发股份,广东松发陶瓷股份有限公司是一家集研发、设计、生产、销售及服务于一体的专业化、高品质日用瓷供应商，主要产品包括日用瓷、精品瓷和陶瓷酒瓶。报告期内，公司在技术研发方面新获得境内外专利技术11项；公司的创意设计产品“力量”在第十一届中国陶瓷艺术大展中荣获金奖。,http://www.songfa.com,广东省潮州市潮安区如意路工业区C2-2号楼,86-768-2922603
SH600585,海螺水泥,"安徽海螺水泥股份有限公司的主营业务是水泥、商品熟料、骨料及混凝土的生产、销售。水泥品种主要包括 42.5 级水泥、32.5R 级水泥及 52.5 级水泥，产品广泛应用于铁路、公路、机场、水利工程等国家大型基础设施建设项目，以及城市房地产、水泥制品和农村市场等。公司在华东、华南地区拥有丰富的优质石灰石矿山资源,生产全部采用新型干法旋窑工艺技术,生产的""海螺""牌高等级水泥和商品熟料为公司的主导产品。""CONCH""商标被国家商标局认定为驰名商标,""海螺""牌水泥被国家质量监督检验检疫总局批准为免检产品。",http://www.conch.cn,安徽省芜湖市镜湖区文化路39号,86-553-8398976;86-553-8398911;852-21113220
SH688152,麒麟信安,湖南麒麟信安科技股份有限公司专注于国家关键信息基础设施领域相关技术的研发与应用，主要从事操作系统产品研发及技术服务，并以操作系统为根技术创新发展信息安全、云计算等产品及服务业务。目前公司形成了“操作系统-云计算-信息安全”三位一体的产品体系，即以操作系统技术为根技术，操作系统产品为基石，信息安全产品和云计算产品为延伸的紧相关产品结构。公司是国内较早从事操作系统技术研究与市场推广的企业。公司拥有国家发改委批复的“高可信操作系统国家地方联合工程研究中心”、湖南省基础软件研发国民经济动员中心等创新平台。公司是华为鲲鹏生态建设积极参与者，是湖南省鲲鹏生态创新中心的重要建设单位并与北京等地鲲鹏生态创新中心建立了合作关系。公司是openEuler社区理事单位，是首批openEuler商业发行版厂商。报告期内，公司参与承担了两项“核高基”课题及两项“基础软件项目”国家课题和其他多项省、市级重大科研项目。公司是“国家鼓励的重点软件企业”、工信部建议支持的国家级专精特新“小巨人”企业。公司参与完成的“大数据安全防护关键技术及应用”荣获2020年度河南省科学技术进步一等奖，公司云桌面产品荣获由工信部、财政部、国防科工局等部门主办的第三届中国军民两用技术创新应用大赛金奖等重要奖项。,http://www.kylinsec.com.cn,湖南省长沙市岳麓区长沙高新开发区麒云路20号麒麟科技园1栋,86-731-88777708;86-731-85528301
SZ300774,倍杰特,倍杰特集团股份有限公司一直专注于水处理领域，是国内专业化程度较高的环保高新技术企业之一。公司主营业务聚焦于污水资源化再利用和水深度处理，依托自主研发的高含盐废水零排放分盐技术、中水高效回用工艺技术、高盐复杂废水减量化工艺技术等一系列核心技术，为客户提供水处理解决方案、运营管理及技术服务、商品制造与销售服务。公司将主营业务划分为水处理解决方案、运营管理及技术服务、商品制造与销售三部分。公司先后获得新华网颁发的“最佳绿色环保奖”、中国企业绿色产业峰会颁发的“中国绿色环保产业品牌企业”等多项荣誉。,http://www.bgtwater.com,北京市大兴区北京经济技术开发区荣华中路8号院8号楼4层501(北京自贸试验区高端产业片区亦庄组团),86-10-67986889
SH688616,西力科技,杭州西力智能科技股份有限公司专业从事智能电表、用电信息采集终端、电能计量箱等电能计量产品的研发、生产和销售。其主要产品为包括单相智能表、三相智能表在内的智能电表，以及包括集中器、采集器、专变采集终端在内的用电信息采集终端和电能计量箱产品。发行人是高新技术企业，拥有省级企业研究院、省级高新技术企业研究开发中心、省级企业技术中心，以及通过中国合格评定国家认可委员会（CNAS）认可的测试中心，参与了16项国家标准和1项行业标准的制定。发行人建立了优秀的专业技术研发团队和有效的激励机制；拥有成熟的产品设计平台、快速的技术响应能力、先进的试验设备和完整的测试体系。经过多年努力，发行人在智能电表和用电信息采集终端产品领域，拥有高可靠性数据存储数据库中间件技术、软件功能模块化设计技术、综合能源管理设计技术、智能电表可靠性设计技术、自适应电源管理技术、高可靠性控制电路设计技术、高精度计量技术、自动化生产检测及质量控制技术、计量箱可靠性设计技术等核心技术，并积累了丰富的业务经验。,http://www.cnxili.com,浙江省杭州市西湖区转塘街道良浮路173号,86-571-56660366;86-571-56660370
SZ301276,嘉曼服饰,北京嘉曼服饰股份有限公司是一家中高端童装运营企业，业务涵盖童装的研发设计、品牌运营与推广、直营与加盟销售等核心业务环节。发行人的主要产品包括自有品牌水孩儿、授权品牌暇步士和哈吉斯、国际零售代理品牌EMPORIO ARMANI、HUGO BOSS等的童装产品，覆盖各品牌男女儿童外套(礼服、套装、羽绒服、风衣、夹克等)、上衣（T恤、衬衣、马夹、背心、秋衣、毛衣等）、裤类、裙类及内衣袜子等相关附属产品。公司自有品牌“水孩儿”主要定位于大童童装市场，该品牌自2010年起连续三届获得中国服装协会评选的中国十大童装品牌。根据中国商业联合会与中华全国商业信息中心发布的《全国大型零售企业暨消费品市场2020年度监测报告》结果显示，在2020年中国大童童装市场子类别中(国内品牌且不含运动童装品牌)，“水孩儿”市场综合占有率排名第七。,http://www.shuihaier.com,北京市石景山区古城西街26号院1号楼(中海大厦CD座)8、9层,86-10-68149755
SH600371,万向德农,万向德农股份有限公司的主营业务是玉米杂交种子研发、生产、销售。其产品包括啤酒专用糖浆、麦芽糊精等玉米深加工产品以及玉米、水稻、大豆等优良种子。,http://www.wxdoneed.com,黑龙江省哈尔滨市香坊区红旗大街227号鸿利天下大观写字楼1810,86-451-82368448
SH600598,北大荒,"黑龙江北大荒农业股份有限公司的主营业务为耕地发包经营；谷物、豆类、油料等作物的种植及销售；农业技术开发、技术咨询、技术服务及技术转让；信息处理和储存支持服务；房地产开发经营；肥料制造及销售（仅限分支机构经营）等。主要产品是土地承包费、农产品销售、商品房销售。公司所属农业行业，是我国目前规模大,现代化水平高的种植业上市公司和重要的商品粮生产基地，在自然资源,基础设施,农机装备,农业科技服务,组织管理等方面具有显著优势，处于同行业领先水平。",http://www.hacl.cn,黑龙江省哈尔滨市南岗区汉水路263号,86-451-55195980;86-451-55195988
SZ002889,东方嘉盛,深圳市东方嘉盛供应链股份有限公司的主营业务是供应链服务和销售商品。公司依托先进的供应链管理理念与技术体系，结合客户经营模式和多样而复杂的需求，设计并实施供应链解决方案，为客户提供包括原材料、零部件及产成品采购、订单及合同管理、进出口代理、运输、库存管理、信息技术管理、产成品分销和资金结算在内的一体化供应链管理服务。,http://www.easttop.com.cn,广东省深圳市福田区保税区市花路10号东方嘉盛大厦6楼,86-755-25331104;86-755-29330361
SH603609,禾丰股份,禾丰食品股份有限公司主营业务为饲料及饲料原料贸易、肉禽产业化、生猪养殖，同时涉猎动物药品、养殖设备、宠物医疗等。公司主要产品为公司生产销售猪、禽、反刍、水产和毛皮动物五大动物用复合预混合饲料、鱼粉、豆粕、玉米副产品、氨基酸、抗氧化剂、防霉剂、维生素、肉禽产业化业务、生猪养殖业务等。公司是中国饲料工业协会和中国畜牧业协会副会长单位、国家级高新技术企业、国家农产品研发中心饲料加工专业分中心、国家生猪产业技术体系试验站单位。,http://www.wellhope-ag.com,辽宁省沈阳市沈北新区辉山大街169号,86-24-88081409
SZ300610,晨化股份,"扬州晨化新材料股份有限公司主要从事以氧化烯烃、脂肪醇、硅氧烷等为主要原料的精细化工新材料系列产品的研发、生产和销售。公司主要产品为改善材料表面性能、难燃性能、柔化性能、流变性能等方面的新材料,从最初生产聚醚改性硅油逐渐延伸、拓展到生产(烯丙基)聚醚、端氨基聚醚、烷基糖苷、阻燃剂、硅橡胶等产品。公司部分产品的核心技术已处于国内领先水平。公司1256006号商标经国家工商行政管理总局商标评审委员会认定为“阻燃剂、表面活性剂”商品上的驰名商标。",http://www.yzch.cc,江苏省扬州市宝应县曹甸镇镇中路231号,86-514-82659030
SH603718,海利生物,"上海海利生物技术股份有限公司是上海市第一家在境内上市、集研发、生产、销售、服务于一体的专业化兽用生物制品生产企业。公司主要产品包括畜用和禽用疫苗,以猪用疫苗为主,基本涵盖了猪用所涉及的全部疫苗品种。公司是上海市农业产业化重点龙头企业,在国内兽用生物制品行业中处于领先地位。",http://www.hile-bio.com,上海市黄浦区淮海中路138号1805室,86-21-60890892
SH600690,海尔智家,"海尔智家股份有限公司是一家电器类公司。公司主要从事电冰箱、空调器、电冰柜、洗衣机、热水器、洗碗机、燃气灶等家电及其相关产品生产经营,以及日日顺商业流通业务。
　　截至目前，公司在全球累计专利申请5.3万余项，其中发明专利3.3万余项，占比超过60%，中国家电行业第一，体现领先的专利质量；海外发明专利1.1万余项，覆盖28个国家，是在海外布局专利最多的中国家电企业；累计获得国家专利金奖9项，国内行业第一；“国家科技进步奖”作为我国科技界最高荣誉，海尔累计获得15项，是获得该奖项最多的家电企业，获奖总量占行业半数以上；累计获得国家工信部“中国优秀工业设计金奖”3项，是唯一“国家工业设计金奖”三连冠企业；累计获得国际设计金奖3项，设计大奖194项（含前述3项金奖）。",http://smart-home.haier.com,山东省青岛市崂山区海尔信息产业园内,86-532-88931670
SH601022,宁波远洋,宁波远洋运输股份有限公司的主营业务和服务为国际、沿海和长江航线的航运业务、船舶代理业务及干散货货运代理业务。公司主要产品及服务为航运业务、航运辅助业务。公司被国际海事组织东京备忘录评为安全管理高绩效公司，2020年公司国际航行船舶PSC检查的零缺陷通过率达到85%。公司累计已有53艘船舶获评全国安全诚信船舶，51名船长获评全国安全诚信船长。,http://www.nbosco.com,浙江省宁波市鄞州区宁东路269号环球航运广场,86-574-88278740
SH688290,景业智能,杭州景业智能科技股份有限公司主营业务是特种机器人及智能装备的研发、生产及销售。主要产品包括核工业系列机器人、核工业智能装备、非核专用智能装备等。公司荣获浙江省2020年度装备制造业重点领域国内首台（套）产品的认定、2020年度浙江省科学技术进步三等奖、2020年度浙江省机械工业科学技术一等奖。,http://www.boomy.cn,浙江省杭州市滨江区信诚路857号悦江商业中心35001室,86-571-86637176
SZ001210,金房节能,"北京金房暖通节能技术股份有限公司是国内知名的暖通节能服务提供商,专注于节能供热领域,主要从事供热运营服务、节能改造服务和节能产品的研发、生产和销售。公司主要产品及服务包括供热运营服务、节能改造服务、节能产品。公司曾获得中国建筑业协会评选的“全国建筑节能技术创新企业”等多项荣誉。公司自研产品“分布式变频二级泵供热系统”荣获科技部批准设奖的“绿色技术产品优秀奖”、“GPRS无线温度远传供热系统”荣获“数字城市技术产品优秀奖”;“供热智能管控平台”、“基于NB-IoT的无线传感器”、“供热系统水力平衡诊断及控制平台”三项节能技术在2018年被评为“全国电子节能环保优秀推荐产品技术”。",http://www.kingfore.net,北京市西城区黄寺大街甲23号院1号楼12层1201-12室,86-10-67711118
SZ002144,宏达高科,宏达高科控股股份有限公司的主营业务纺织面料、医疗器械的研发、生产和销售。面料织造方面：主要从事用于汽车等交通工具类面料及其他功能性面料的研发、生产与销售。医疗器械方面：公司全资子公司威尔德主要从事超声诊断、治疗设备等的研发、生产与销售。,http://www.zjhongda.com.cn,浙江省嘉兴市海宁市许村镇建设路118号,86-573-87550882;86-573-87566909
SZ002201,正威新材,"江苏正威新材料股份有限公司主要从事玻璃纤维深加工制品、玻璃纤维复合材料以及高性能玻璃纤维、高性能玻璃纤维增强基材的制造和销售。公司主要产品为增强砂轮网片、增强砂轮网布、玻璃纤维自粘带、土工格栅及坯布、玻璃钢制品等。公司拥有省级企业技术中心、省级工程技术中心,系国家知识产权示范企业,拥有健全的研发体系及成熟的研发队伍。公司现有产品中有7个产品被评为国家级重点新产品,14个产品为江苏省高新技术产品。公司共拥有有效专利97项,其中发明专利39项、实用新型专利58项。公司“鼎”牌玻纤产品为中国名牌产品,公司“鼎”牌商标被认定为中国驰名商标。",http://www.cjdg.com,江苏省南通市如皋市中山东路1号,86-513-87530125
SZ002823,凯中精密,"深圳市凯中精密技术股份有限公司是一家专注于核心精密零组件的研发、设计、制造及销售的高新技术企业,致力于为客户提供核心精密零组件一体化解决方案。公司为全球众多知名品牌新能源汽车配套新一代平台接口关键核心零组件,同时是换向器行业龙头企业。公司是换向器龙头企业,换向器产销量全球第一,连续四届(8年)被博世授予“全球优秀供应商”(本行业唯一获此殊荣的企业),连续9年被评为“广东省制造业100强”,连续8年被评为“广东省民营企业100强”,连续2年被评为“广东省500强企业”,2019年被评为“广东创新企业100强”,并荣获博泽集团“2019年亚洲供应商创新奖”、“中国新能源汽车行业优秀供应商”。",http://www.kaizhong.com,广东省深圳市坪山区龙田街道规划四路1号,86-755-86264859
SH603858,步长制药,山东步长制药股份有限公司是一家从事中成药的研发、生产和销售企业。主要产品在心脑血管用药领域处于领先地位，并在妇科、泌尿等用药领域建立了较强的竞争优势，是我国医药行业的领军企业之一。,http://www.buchang.com,山东省菏泽市牡丹区中华西路369号,86-530-5299167
SZ002248,华东数控,"威海华东数控股份有限公司主营业务为数控机床、普通机床及其关键功能部件的研发、生产和销售。公司主要产品有数控龙门铣床（龙门加工中心）、数控龙门磨床、数控外圆磨床、万能摇臂铣床、平面磨床、动静压主轴等机床和功能部件。公司成功开发了开放式5轴联动数控系统、具有国际先进水平的纳米级数控钻铣床、磁电式旋转编码器等高新技术产品、系列化的立式加工中心和卧式加工中心、系列化的数控龙门加工中心和数控龙门铣床以及数控龙门导轨磨床产品、系列化的床身式数控铣床、大规格的平面磨床和外圆磨床.HD-500五轴联动数控系统软件获得""计算机软件著作权登记证书"",成为国内唯一拥有数控系统完全自主知识产权的机床企业。",http://www.huadongcnc.com,山东省威海市环翠区经济技术开发区崮山镇金诺路130号,86-631-5912929
SH688272,*ST富吉,北京富吉瑞光电科技股份有限公司主营业务是红外热成像产品和系统的研发、生产和销售，并为客户提供解决方案。公司主要产品为机芯、热像仪、光电系统。,http://www.fjroe.com,北京市顺义区空港融慧园,86-10-80474952
SH603611,诺力股份,诺力智能装备股份有限公司的主要业务是智慧物流系统业务板块和智能智造装备板块。主要产品为仓储物流车辆及设备、智慧物流集成系统等。,http://www.noblelift.com,浙江省湖州市长兴县太湖街道长州路528号,86-572-6210906
SH605080,浙江自然,浙江大自然户外用品股份有限公司主要从事充气床垫、户外箱包、头枕坐垫等户外运动用品的研发、设计、生产和销售。公司产品被广泛应用在沙滩、山地、草原、沙漠等休闲度假场景，是户外运动用品产品种类相对较齐全的企业之一。技术研发方面，公司为国家高新技术企业，十分重视产品的研发设计且具有较高的技术研发水平和能力，在长期的生产经营过程中掌握了TPU薄膜及面料复合技术、聚氨酯（PU）软泡发泡技术、高周波熔接技术、热压熔接技术等关键工艺和技术，并被认定为“浙江省级高新技术企业研究开发中心”、“浙江省企业技术中心”。,http://www.zjnature.com,浙江省台州市天台县平桥镇下曹村,86-576-83683676;86-576-83683839
SZ000070,特发信息,深圳市特发信息股份有限公司的主营业务为“光纤光缆+智能接入+军工信息化+智能服务”四大产业的研发、生产和销售。公司的主要产品是光纤光缆、智能接入、军工信息化、智慧服务。2020年，公司再获“中国光通信最具综合竞争力企业10强”、“中国光纤光缆最具竞争力企业10强”、“中国光传输与网络接入设备最具竞争力企业10强”等荣誉。,http://www.sdgi.com.cn,广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,86-755-66833901
SZ300285,国瓷材料,"山东国瓷功能材料股份有限公司主要从事各类高端陶瓷材料及制品的研发、生产和销售，已形成包括电子材料、催化材料、生物医疗材料、新能源材料、精密陶瓷和其他材料在内的六大业务板块。主要产品包括MLCC介质粉体、电子用纳米级复合氧化锆粉体、电子浆料、蜂窝陶瓷载(DOC,SCR,TWC,DPF,GPF)、铈锆固溶体氧化物、分子筛、牙科用纳米级复合氧化锆粉体、氧化锆瓷块、玻璃陶瓷瓷块、复合树脂陶瓷、高纯超细氧化铝、勃姆石、锂电池正极添加剂、锂电池正负极研磨用氧化锆微珠、陶瓷轴承球、陶瓷套筒、陶瓷插芯等结构件、陶瓷基板及金属化、陶瓷墨水、陶瓷色釉料。",http://www.sinocera.cn,山东省东营市东营区辽河路24号,86-546-8073768
SZ002023,海特高新,四川海特高新技术股份有限公司是以高端核心装备研制与保障、高性能第二代/第三代集成电路设计与制造、航空工程技术与服务为主营业务的三位一体的高科技企业，是我国第一家民营航空装备研制与技术服务公司，是国内目前唯一同时拥有运输飞机、公务机、航空部附件CAAC、EASA、FAA等许可的民营航空工程技术服务企业。公司的主要产品包括高端核心装备研制与保障、高性能集成电路设计与制造、飞行培训、微电子。,http://www.schtgx.com,四川省成都市武侯区高新区科园南一路9号,86-28-85921029
SH600183,生益科技,广东生益科技股份有限公司主营业务是设计、生产和销售覆铜板和粘结片、印制线路板。公司主要产品是单、双面线路板及高多层线路板。,http://www.syst.com.cn,广东省东莞市松山湖高新技术产业开发区工业西路5号,86-769-22271828-8225
SZ300491,通合科技,石家庄通合电子科技股份有限公司主要从事电力电子行业产品的研发、生产、销售和服务。在智能电网领域，公司主要产品包括电力操作电源和配网自动化电源；在新能源汽车领域，主要产品包括充换电站充电电源系统（充电桩）及其核心的充电模块、车载电源等产品；在军工装备领域，子公司霍威电源现有产品主要为中小功率电源模块、电源组件及定制电源。,http://www.sjzthdz.com,河北省石家庄市裕华区高新区漓江道350号,86-311-67300568
